State,Year,Quarter,District,Transaction_Count,Transaction_Amount
chhattisgarh,2021,2,raigarh district,413,273255
chhattisgarh,2021,2,janjgir champa district,275,218849
chhattisgarh,2021,2,jashpur district,56,53236
chhattisgarh,2021,2,balod district,102,86602
chhattisgarh,2021,2,kabirdham district,93,64905
chhattisgarh,2021,2,surguja district,93,106623
chhattisgarh,2021,2,dantewada district,49,56415
chhattisgarh,2021,2,gariyaband district,60,51488
chhattisgarh,2021,2,durg district,534,404367
chhattisgarh,2021,2,rajnandgaon district,263,171631
chhattisgarh,2021,2,raipur district,1208,819324
chhattisgarh,2021,2,narayanpur district,18,10935
chhattisgarh,2021,2,kanker district,96,64652
chhattisgarh,2021,2,korea district,91,102817
chhattisgarh,2021,2,mungeli district,47,30181
chhattisgarh,2021,2,bilaspur district,422,372335
chhattisgarh,2021,2,balrampur district,55,41161
chhattisgarh,2021,2,bijapur district,46,54076
chhattisgarh,2021,2,bemetara district,71,47505
chhattisgarh,2021,2,bastar district,144,109459
chhattisgarh,2021,2,kondagaon district,75,52498
chhattisgarh,2021,2,mahasamund district,144,87736
chhattisgarh,2021,3,dhamtari district,79,44360
chhattisgarh,2021,3,korba district,281,237893
chhattisgarh,2021,3,surajpur district,101,99127
chhattisgarh,2021,3,baloda bazar district,155,113239
chhattisgarh,2021,3,sukma district,34,30758
chhattisgarh,2021,3,raigarh district,265,178817
chhattisgarh,2021,3,janjgir champa district,229,152293
chhattisgarh,2021,3,jashpur district,61,44172
chhattisgarh,2021,3,balod district,71,44741
chhattisgarh,2021,3,kabirdham district,64,47442
chhattisgarh,2021,3,surguja district,109,83204
chhattisgarh,2021,3,dantewada district,53,69575
chhattisgarh,2021,3,gariyaband district,56,46326
chhattisgarh,2021,3,durg district,564,457493
chhattisgarh,2021,3,rajnandgaon district,212,165704
chhattisgarh,2021,3,raipur district,1145,798270
chhattisgarh,2021,3,narayanpur district,18,30512
chhattisgarh,2021,3,kanker district,115,93731
chhattisgarh,2021,3,korea district,74,79332
chhattisgarh,2021,3,mungeli district,46,23156
chhattisgarh,2021,3,bilaspur district,385,289752
chhattisgarh,2021,3,balrampur district,68,66885
chhattisgarh,2021,3,bijapur district,54,36297
chhattisgarh,2021,3,bemetara district,54,54617
chhattisgarh,2021,3,bastar district,134,129106
chhattisgarh,2021,3,kondagaon district,103,71112
chhattisgarh,2021,3,mahasamund district,146,80923
chhattisgarh,2021,4,dhamtari district,131,207458
chhattisgarh,2021,4,korba district,389,532770
chhattisgarh,2021,4,surajpur district,125,205359
chhattisgarh,2021,4,baloda bazar district,138,176942
chhattisgarh,2021,4,sukma district,55,79202
chhattisgarh,2021,4,raigarh district,230,349708
chhattisgarh,2021,4,janjgir champa district,266,334273
chhattisgarh,2021,4,jashpur district,102,108590
chhattisgarh,2021,4,balod district,119,146398
chhattisgarh,2021,4,kabirdham district,69,129770
chhattisgarh,2021,4,surguja district,210,297790
chhattisgarh,2021,4,dantewada district,88,115936
chhattisgarh,2021,4,gariyaband district,75,109472
chhattisgarh,2021,4,durg district,857,1120413
chhattisgarh,2021,4,rajnandgaon district,145,274029
chhattisgarh,2021,4,raipur district,1504,1759887
chhattisgarh,2021,4,narayanpur district,45,79647
chhattisgarh,2021,4,kanker district,161,220818
chhattisgarh,2021,4,korea district,115,189229
chhattisgarh,2021,4,mungeli district,28,57201
chhattisgarh,2021,4,bilaspur district,510,802349
chhattisgarh,2021,4,balrampur district,98,156751
chhattisgarh,2021,4,bijapur district,55,89669
chhattisgarh,2021,4,bemetara district,82,108381
chhattisgarh,2021,4,bastar district,183,266874
chhattisgarh,2021,4,kondagaon district,84,131081
chhattisgarh,2021,4,mahasamund district,165,179042
chhattisgarh,2022,1,dhamtari district,106,191801
chhattisgarh,2022,1,korba district,402,675060
chhattisgarh,2022,1,surajpur district,138,327792
chhattisgarh,2022,1,baloda bazar district,185,345262
chhattisgarh,2022,1,sukma district,59,69288
chhattisgarh,2022,1,raigarh district,311,477426
chhattisgarh,2022,1,janjgir champa district,302,488142
chhattisgarh,2022,1,jashpur district,77,161213
chhattisgarh,2022,1,balod district,118,170963
chhattisgarh,2022,1,kabirdham district,78,131230
chhattisgarh,2022,1,surguja district,225,347658
chhattisgarh,2022,1,dantewada district,83,82431
chhattisgarh,2022,1,gariyaband district,83,131155
chhattisgarh,2022,1,durg district,879,1239930
chhattisgarh,2022,1,rajnandgaon district,207,330899
chhattisgarh,2022,1,raipur district,1650,2255466
chhattisgarh,2022,1,narayanpur district,46,23130
chhattisgarh,2022,1,kanker district,201,301862
chhattisgarh,2022,1,korea district,136,228484
chhattisgarh,2022,1,mungeli district,51,76863
chhattisgarh,2022,1,bilaspur district,610,961852
chhattisgarh,2022,1,balrampur district,97,162362
chhattisgarh,2022,1,bijapur district,82,60717
chhattisgarh,2022,1,bemetara district,89,147479
chhattisgarh,2022,1,bastar district,158,380450
chhattisgarh,2022,1,kondagaon district,78,116490
chhattisgarh,2022,1,mahasamund district,161,253785
chhattisgarh,2022,2,dhamtari district,97,113125
chhattisgarh,2022,2,korba district,353,543196
chhattisgarh,2022,2,surajpur district,89,179071
chhattisgarh,2022,2,baloda bazar district,175,342236
chhattisgarh,2022,2,sukma district,38,61391
chhattisgarh,2022,2,raigarh district,386,555753
chhattisgarh,2022,2,janjgir champa district,300,433751
chhattisgarh,2022,2,jashpur district,80,134960
chhattisgarh,2022,2,balod district,118,205885
chhattisgarh,2022,2,kabirdham district,96,120346
chhattisgarh,2022,2,surguja district,172,328700
chhattisgarh,2022,2,dantewada district,83,119447
chhattisgarh,2022,2,gariyaband district,78,123222
chhattisgarh,2022,2,durg district,1061,1499260
chhattisgarh,2022,2,rajnandgaon district,267,384283
chhattisgarh,2022,2,raipur district,1773,2243228
chhattisgarh,2022,2,narayanpur district,17,22179
chhattisgarh,2022,2,kanker district,166,260843
chhattisgarh,2022,2,korea district,124,229485
chhattisgarh,2022,2,mungeli district,39,56579
chhattisgarh,2022,2,bilaspur district,869,1181756
chhattisgarh,2022,2,balrampur district,68,121709
chhattisgarh,2022,2,bijapur district,62,84346
chhattisgarh,2022,2,bemetara district,85,134313
chhattisgarh,2022,2,bastar district,148,262060
chhattisgarh,2022,2,kondagaon district,89,106717
chhattisgarh,2022,2,mahasamund district,175,272123
chhattisgarh,2022,3,dhamtari district,133,204802
chhattisgarh,2022,3,korba district,544,785140
chhattisgarh,2022,3,surajpur district,140,277643
chhattisgarh,2022,3,baloda bazar district,214,288345
chhattisgarh,2022,3,sukma district,74,132770
chhattisgarh,2022,3,raigarh district,636,782616
chhattisgarh,2022,3,janjgir champa district,397,531798
chhattisgarh,2022,3,jashpur district,146,216135
chhattisgarh,2022,3,balod district,110,246933
chhattisgarh,2022,3,kabirdham district,114,156774
chhattisgarh,2022,3,surguja district,223,344772
chhattisgarh,2022,3,dantewada district,118,181948
chhattisgarh,2022,3,gariyaband district,115,108158
chhattisgarh,2022,3,durg district,1197,1644805
chhattisgarh,2022,3,rajnandgaon district,332,528822
chhattisgarh,2022,3,raipur district,2103,2618098
chhattisgarh,2022,3,narayanpur district,31,31612
chhattisgarh,2022,3,kanker district,174,241781
chhattisgarh,2022,3,korea district,139,213253
chhattisgarh,2022,3,mungeli district,74,101410
chhattisgarh,2022,3,bilaspur district,1015,1231179
chhattisgarh,2022,3,balrampur district,120,141883
chhattisgarh,2022,3,bijapur district,69,120400
chhattisgarh,2022,3,bemetara district,107,183386
chhattisgarh,2022,3,bastar district,238,366792
chhattisgarh,2022,3,kondagaon district,109,186575
chhattisgarh,2022,3,mahasamund district,177,251640
chhattisgarh,2022,4,dhamtari district,203,293984
chhattisgarh,2022,4,korba district,1020,1466794
chhattisgarh,2022,4,surajpur district,177,286964
chhattisgarh,2022,4,baloda bazar district,303,425204
chhattisgarh,2022,4,sukma district,74,95485
chhattisgarh,2022,4,raigarh district,642,920443
chhattisgarh,2022,4,janjgir champa district,489,702708
chhattisgarh,2022,4,jashpur district,154,394257
chhattisgarh,2022,4,balod district,152,231049
chhattisgarh,2022,4,kabirdham district,135,153010
chhattisgarh,2022,4,surguja district,345,629537
chhattisgarh,2022,4,dantewada district,129,277495
chhattisgarh,2022,4,gariyaband district,134,191355
chhattisgarh,2022,4,durg district,1757,2516798
chhattisgarh,2022,4,rajnandgaon district,388,677411
chhattisgarh,2022,4,raipur district,2894,3964532
chhattisgarh,2022,4,narayanpur district,60,116115
chhattisgarh,2022,4,kanker district,250,478766
chhattisgarh,2022,4,korea district,254,496847
chhattisgarh,2022,4,mungeli district,113,113689
chhattisgarh,2022,4,bilaspur district,1264,1762665
chhattisgarh,2022,4,balrampur district,145,295010
chhattisgarh,2022,4,bijapur district,50,128763
chhattisgarh,2022,4,bemetara district,145,239363
chhattisgarh,2022,4,bastar district,313,555336
chhattisgarh,2022,4,kondagaon district,120,218286
chhattisgarh,2022,4,mahasamund district,284,505990
chhattisgarh,2023,1,dhamtari district,171,399893
chhattisgarh,2023,1,korba district,647,969540
chhattisgarh,2023,1,surajpur district,190,389989
chhattisgarh,2023,1,baloda bazar district,261,481517
chhattisgarh,2023,1,sukma district,49,52567
chhattisgarh,2023,1,raigarh district,581,993311
chhattisgarh,2023,1,janjgir champa district,418,662015
chhattisgarh,2023,1,jashpur district,96,176023
chhattisgarh,2023,1,balod district,159,343750
chhattisgarh,2023,1,kabirdham district,125,238139
chhattisgarh,2023,1,surguja district,272,444122
chhattisgarh,2023,1,dantewada district,122,227658
chhattisgarh,2023,1,gariyaband district,95,148482
chhattisgarh,2023,1,durg district,1618,2496654
chhattisgarh,2023,1,rajnandgaon district,307,513794
chhattisgarh,2023,1,raipur district,2822,3781934
chhattisgarh,2023,1,narayanpur district,45,67044
chhattisgarh,2023,1,kanker district,195,311339
chhattisgarh,2023,1,korea district,165,321079
chhattisgarh,2023,1,mungeli district,74,93380
chhattisgarh,2023,1,bilaspur district,1173,1738639
chhattisgarh,2023,1,balrampur district,145,297291
chhattisgarh,2023,1,bijapur district,65,135243
chhattisgarh,2023,1,bemetara district,120,232343
chhattisgarh,2023,1,bastar district,276,517691
chhattisgarh,2023,1,kondagaon district,97,172036
chhattisgarh,2023,1,mahasamund district,172,371718
chhattisgarh,2023,2,dhamtari district,175,299020
chhattisgarh,2023,2,korba district,590,918450
chhattisgarh,2023,2,surajpur district,146,301027
chhattisgarh,2023,2,baloda bazar district,223,312129
chhattisgarh,2023,2,sukma district,67,91649
chhattisgarh,2023,2,raigarh district,651,1038992
chhattisgarh,2023,2,janjgir champa district,440,772564
chhattisgarh,2023,2,jashpur district,124,197817
chhattisgarh,2023,2,balod district,179,278369
chhattisgarh,2023,2,kabirdham district,145,230575
chhattisgarh,2023,2,surguja district,292,761839
chhattisgarh,2023,2,dantewada district,130,250940
chhattisgarh,2023,2,gariyaband district,128,140579
chhattisgarh,2023,2,durg district,1620,2446797
chhattisgarh,2023,2,rajnandgaon district,341,552029
chhattisgarh,2023,2,raipur district,2650,3689547
chhattisgarh,2023,2,narayanpur district,58,109245
chhattisgarh,2023,2,kanker district,177,368007
chhattisgarh,2023,2,korea district,177,303613
chhattisgarh,2023,2,mungeli district,77,126498
chhattisgarh,2023,2,bilaspur district,1081,1517472
chhattisgarh,2023,2,balrampur district,100,154768
chhattisgarh,2023,2,bijapur district,75,117838
chhattisgarh,2023,2,bemetara district,126,228254
chhattisgarh,2023,2,bastar district,410,559981
chhattisgarh,2023,2,kondagaon district,101,165405
chhattisgarh,2023,2,mahasamund district,231,456206
chhattisgarh,2023,3,dhamtari district,152,310090
chhattisgarh,2023,3,korba district,680,1012743
chhattisgarh,2023,3,surajpur district,197,442101
chhattisgarh,2023,3,baloda bazar district,287,481609
chhattisgarh,2023,3,sukma district,83,135940
chhattisgarh,2023,3,raigarh district,837,1101843
chhattisgarh,2023,3,janjgir champa district,456,643042
chhattisgarh,2023,3,jashpur district,220,384095
chhattisgarh,2023,3,balod district,170,306462
chhattisgarh,2023,3,kabirdham district,179,200611
chhattisgarh,2023,3,surguja district,332,550485
chhattisgarh,2023,3,dantewada district,131,258169
chhattisgarh,2023,3,gariyaband district,129,154988
chhattisgarh,2023,3,durg district,1796,2723875
chhattisgarh,2023,3,rajnandgaon district,388,655634
chhattisgarh,2023,3,raipur district,3101,4008990
chhattisgarh,2023,3,narayanpur district,38,69911
chhattisgarh,2023,3,kanker district,206,374043
chhattisgarh,2023,3,korea district,212,370591
chhattisgarh,2023,3,mungeli district,65,101231
chhattisgarh,2023,3,bilaspur district,1162,1711627
chhattisgarh,2023,3,balrampur district,178,265106
chhattisgarh,2023,3,bijapur district,81,150211
chhattisgarh,2023,3,bemetara district,148,261412
chhattisgarh,2023,3,bastar district,360,557854
chhattisgarh,2023,3,kondagaon district,110,216983
chhattisgarh,2023,3,mahasamund district,229,388736
chhattisgarh,2023,4,dhamtari district,290,525163
chhattisgarh,2023,4,korba district,1325,2428339
chhattisgarh,2023,4,surajpur district,302,635184
chhattisgarh,2023,4,baloda bazar district,415,670178
chhattisgarh,2023,4,sukma district,119,247662
chhattisgarh,2023,4,raigarh district,1001,1543078
chhattisgarh,2023,4,janjgir champa district,704,1097171
chhattisgarh,2023,4,jashpur district,313,662667
chhattisgarh,2023,4,balod district,264,466835
chhattisgarh,2023,4,kabirdham district,189,347098
chhattisgarh,2023,4,surguja district,544,1045385
chhattisgarh,2023,4,dantewada district,208,430009
chhattisgarh,2023,4,gariyaband district,225,234350
chhattisgarh,2023,4,durg district,2391,4187335
chhattisgarh,2023,4,rajnandgaon district,604,985105
chhattisgarh,2023,4,raipur district,4216,6830052
chhattisgarh,2023,4,narayanpur district,96,167576
chhattisgarh,2023,4,kanker district,287,621663
chhattisgarh,2023,4,korea district,351,682327
chhattisgarh,2023,4,mungeli district,112,175493
chhattisgarh,2023,4,bilaspur district,1688,2767222
chhattisgarh,2023,4,balrampur district,240,407479
chhattisgarh,2023,4,bijapur district,88,168861
chhattisgarh,2023,4,bemetara district,194,381253
chhattisgarh,2023,4,bastar district,612,970907
chhattisgarh,2023,4,kondagaon district,174,290377
chhattisgarh,2023,4,mahasamund district,348,735904
chhattisgarh,2024,1,dhamtari district,315,582935
chhattisgarh,2024,1,korba district,1264,2024895
chhattisgarh,2024,1,surajpur district,331,514195
chhattisgarh,2024,1,baloda bazar district,579,789583
chhattisgarh,2024,1,sukma district,113,200262
chhattisgarh,2024,1,raigarh district,1243,1713513
chhattisgarh,2024,1,janjgir champa district,847,1175253
chhattisgarh,2024,1,jashpur district,278,490098
chhattisgarh,2024,1,balod district,324,479015
chhattisgarh,2024,1,kabirdham district,263,372826
chhattisgarh,2024,1,surguja district,591,1143999
chhattisgarh,2024,1,dantewada district,253,370379
chhattisgarh,2024,1,gariyaband district,226,241290
chhattisgarh,2024,1,durg district,2798,4503702
chhattisgarh,2024,1,rajnandgaon district,796,1161349
chhattisgarh,2024,1,raipur district,4431,6662939
chhattisgarh,2024,1,narayanpur district,97,163157
chhattisgarh,2024,1,kanker district,443,715127
chhattisgarh,2024,1,korea district,348,582205
chhattisgarh,2024,1,mungeli district,169,196702
chhattisgarh,2024,1,bilaspur district,1885,2705056
chhattisgarh,2024,1,balrampur district,290,475422
chhattisgarh,2024,1,bijapur district,114,161834
chhattisgarh,2024,1,bemetara district,297,432629
chhattisgarh,2024,1,bastar district,652,1182790
chhattisgarh,2024,1,kondagaon district,200,326522
chhattisgarh,2024,1,mahasamund district,432,715582
chhattisgarh,2024,2,dhamtari district,272,446370
chhattisgarh,2024,2,korba district,1003,1593038
chhattisgarh,2024,2,surajpur district,272,556877
chhattisgarh,2024,2,baloda bazar district,464,729308
chhattisgarh,2024,2,sukma district,111,164280
chhattisgarh,2024,2,raigarh district,979,1397659
chhattisgarh,2024,2,janjgir champa district,682,1118473
chhattisgarh,2024,2,jashpur district,207,329787
chhattisgarh,2024,2,balod district,290,490569
chhattisgarh,2024,2,kabirdham district,185,364699
chhattisgarh,2024,2,surguja district,465,1002603
chhattisgarh,2024,2,dantewada district,182,347879
chhattisgarh,2024,2,gariyaband district,161,193897
chhattisgarh,2024,2,durg district,2258,3780232
chhattisgarh,2024,2,rajnandgaon district,598,1029575
chhattisgarh,2024,2,raipur district,3646,6000577
chhattisgarh,2024,2,narayanpur district,60,129704
chhattisgarh,2024,2,kanker district,321,571404
chhattisgarh,2024,2,korea district,299,450032
chhattisgarh,2024,2,mungeli district,129,186251
chhattisgarh,2024,2,bilaspur district,1489,2337487
chhattisgarh,2024,2,balrampur district,209,379480
chhattisgarh,2024,2,bijapur district,109,165664
chhattisgarh,2024,2,bemetara district,223,351612
chhattisgarh,2024,2,bastar district,569,870413
chhattisgarh,2024,2,kondagaon district,176,272696
chhattisgarh,2024,2,mahasamund district,365,675177
chhattisgarh,2024,3,dhamtari district,260,582859
chhattisgarh,2024,3,korba district,1115,1812021
chhattisgarh,2024,3,surajpur district,259,594114
chhattisgarh,2024,3,khairagarh chhuikhadan gandai district,102,140502
chhattisgarh,2024,3,sukma district,160,189217
chhattisgarh,2024,3,raigarh district,1096,1514472
chhattisgarh,2024,3,sakti district,172,379530
chhattisgarh,2024,3,janjgir champa district,519,839363
chhattisgarh,2024,3,jashpur district,256,604083
chhattisgarh,2024,3,balod district,262,428142
chhattisgarh,2024,3,kabirdham district,207,330965
chhattisgarh,2024,3,balodabazar bhatapara district,406,639999
chhattisgarh,2024,3,surguja district,425,820022
chhattisgarh,2024,3,mohla manpur ambagarh chouki district,64,93588
chhattisgarh,2024,3,dantewada district,234,397246
chhattisgarh,2024,3,durg district,2213,3720914
chhattisgarh,2024,3,gaurela pendra marwahi district,100,158905
chhattisgarh,2024,3,gariaband district,162,202285
chhattisgarh,2024,3,rajnandgaon district,441,769805
chhattisgarh,2024,3,manendragarh chirmiri bharatpur district,167,346933
chhattisgarh,2024,3,balrampur ramanujganj district,186,330427
chhattisgarh,2024,3,raipur district,3867,6026487
chhattisgarh,2024,3,narayanpur district,66,134332
chhattisgarh,2024,3,korea district,148,336149
chhattisgarh,2024,3,mungeli district,137,189209
chhattisgarh,2024,3,bilaspur district,1531,2522496
chhattisgarh,2024,3,bijapur district,137,275844
chhattisgarh,2024,3,bemetara district,213,385440
chhattisgarh,2024,3,north bastar kanker district,323,656134
chhattisgarh,2024,3,sarangarh bilaigarh district,178,302602
chhattisgarh,2024,3,bastar district,634,1101607
chhattisgarh,2024,3,kondagaon district,189,376719
chhattisgarh,2024,3,mahasamund district,321,521649
chhattisgarh,2024,4,dhamtari district,390,722627
chhattisgarh,2024,4,korba district,1736,2793511
chhattisgarh,2024,4,surajpur district,416,737818
chhattisgarh,2024,4,khairagarh chhuikhadan gandai district,116,203774
chhattisgarh,2024,4,sukma district,126,150543
chhattisgarh,2024,4,raigarh district,1377,1983492
chhattisgarh,2024,4,sakti district,289,545289
chhattisgarh,2024,4,janjgir champa district,763,1264517
chhattisgarh,2024,4,jashpur district,326,688282
chhattisgarh,2024,4,balod district,381,617377
chhattisgarh,2024,4,kabirdham district,264,379717
chhattisgarh,2024,4,balodabazar bhatapara district,566,751821
chhattisgarh,2024,4,surguja district,608,1284497
chhattisgarh,2024,4,mohla manpur ambagarh chouki district,103,212905
chhattisgarh,2024,4,dantewada district,272,465493
chhattisgarh,2024,4,durg district,3059,5223646
chhattisgarh,2024,4,gaurela pendra marwahi district,132,149779
chhattisgarh,2024,4,gariaband district,215,288201
chhattisgarh,2024,4,rajnandgaon district,540,929044
chhattisgarh,2024,4,manendragarh chirmiri bharatpur district,255,464127
chhattisgarh,2024,4,balrampur ramanujganj district,277,505829
chhattisgarh,2024,4,raipur district,5081,8313161
chhattisgarh,2024,4,narayanpur district,111,215593
chhattisgarh,2024,4,korea district,188,333787
chhattisgarh,2024,4,mungeli district,188,244662
chhattisgarh,2024,4,bilaspur district,2244,3412964
chhattisgarh,2024,4,bijapur district,161,236137
chhattisgarh,2024,4,bemetara district,316,477664
chhattisgarh,2024,4,north bastar kanker district,432,985597
chhattisgarh,2024,4,sarangarh bilaigarh district,230,287919
chhattisgarh,2024,4,bastar district,769,1263838
chhattisgarh,2024,4,kondagaon district,302,467088
chhattisgarh,2024,4,mahasamund district,490,820466
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,diu district,4,796
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,daman district,52,9916
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,dadra and nagar haveli district,595,90317
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,diu district,3,101
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,daman district,87,20588
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,dadra and nagar haveli district,167,44815
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,diu district,6,1738
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,daman district,115,95653
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,dadra and nagar haveli district,111,52122
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,diu district,17,35568
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,daman district,234,150144
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,dadra and nagar haveli district,216,99979
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,diu district,6,2858
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,daman district,141,165741
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,dadra and nagar haveli district,221,107039
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,diu district,12,3872
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,daman district,157,143938
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,dadra and nagar haveli district,191,125786
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,diu district,9,38035
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,daman district,168,179850
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,dadra and nagar haveli district,244,207499
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,diu district,15,45756
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,daman district,197,337912
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,dadra and nagar haveli district,281,337073
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,diu district,11,45554
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,daman district,167,286329
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,dadra and nagar haveli district,260,354974
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,diu district,11,24276
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,daman district,177,366241
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,dadra and nagar haveli district,519,593259
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,diu district,23,67147
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,daman district,238,442560
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,dadra and nagar haveli district,610,762921
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,diu district,16,56360
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,daman district,185,348075
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,dadra and nagar haveli district,598,810733
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,diu district,27,86164
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,daman district,175,350870
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,dadra and nagar haveli district,492,621719
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,diu district,20,44429
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,daman district,349,511452
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,dadra and nagar haveli district,600,777222
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,diu district,14,65268
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,daman district,360,601684
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,dadra and nagar haveli district,833,1306915
dadra-&-nagar-haveli-&-daman-&-diu,2024,1,diu district,5,22350
dadra-&-nagar-haveli-&-daman-&-diu,2024,1,daman district,417,686036
dadra-&-nagar-haveli-&-daman-&-diu,2024,1,dadra and nagar haveli district,873,1200123
dadra-&-nagar-haveli-&-daman-&-diu,2024,2,diu district,24,36956
dadra-&-nagar-haveli-&-daman-&-diu,2024,2,daman district,344,461012
dadra-&-nagar-haveli-&-daman-&-diu,2024,2,dadra and nagar haveli district,640,869291
dadra-&-nagar-haveli-&-daman-&-diu,2024,3,diu district,22,64711
dadra-&-nagar-haveli-&-daman-&-diu,2024,3,daman district,341,611393
dadra-&-nagar-haveli-&-daman-&-diu,2024,3,dadra and nagar haveli district,689,926765
dadra-&-nagar-haveli-&-daman-&-diu,2024,4,diu district,21,49966
dadra-&-nagar-haveli-&-daman-&-diu,2024,4,daman district,437,748001
dadra-&-nagar-haveli-&-daman-&-diu,2024,4,dadra and nagar haveli district,1045,1494562
delhi,2020,2,south district,1251,206601
delhi,2020,2,central district,971,154625
delhi,2020,2,new delhi district,881,152882
delhi,2020,2,west district,2159,341511
delhi,2020,2,south west district,1131,186173
delhi,2020,2,south east delhi district,1438,232946
delhi,2020,2,shahdara district,435,73327
delhi,2020,2,north east district,319,52854
delhi,2020,2,east district,1247,188078
delhi,2020,2,north west district,1148,184911
delhi,2020,2,north district,736,123572
delhi,2020,3,south district,637,157653
delhi,2020,3,central district,672,153666
delhi,2020,3,new delhi district,652,161870
delhi,2020,3,west district,1250,330947
delhi,2020,3,south west district,789,243882
delhi,2020,3,south east delhi district,922,240168
delhi,2020,3,shahdara district,316,73604
delhi,2020,3,north east district,306,69506
delhi,2020,3,east district,641,163616
delhi,2020,3,north west district,815,195772
delhi,2020,3,north district,588,136601
delhi,2020,4,south district,622,567678
delhi,2020,4,central district,778,611387
delhi,2020,4,new delhi district,1030,945117
delhi,2020,4,west district,1383,1065762
delhi,2020,4,south west district,1094,1007667
delhi,2020,4,south east delhi district,1240,965278
delhi,2020,4,shahdara district,578,464731
delhi,2020,4,north east district,515,436697
delhi,2020,4,east district,732,564969
delhi,2020,4,north west district,993,770313
delhi,2020,4,north district,760,645843
delhi,2021,1,south district,876,689212
delhi,2021,1,central district,1248,904623
delhi,2021,1,new delhi district,1315,1007873
delhi,2021,1,west district,2017,1508820
delhi,2021,1,south west district,1122,955826
delhi,2021,1,south east delhi district,1672,1129582
delhi,2021,1,shahdara district,699,468701
delhi,2021,1,north east district,724,557236
delhi,2021,1,east district,869,557334
delhi,2021,1,north west district,1209,1039214
delhi,2021,1,north district,1071,836840
delhi,2021,2,south district,966,804844
delhi,2021,2,central district,1169,912743
delhi,2021,2,new delhi district,1214,1094080
delhi,2021,2,west district,1965,1709029
delhi,2021,2,south west district,1350,1213927
delhi,2021,2,south east delhi district,1372,1138461
delhi,2021,2,shahdara district,638,507316
delhi,2021,2,north east district,757,545097
delhi,2021,2,east district,905,673239
delhi,2021,2,north west district,1241,1037196
delhi,2021,2,north district,1715,1204997
delhi,2021,3,south district,1091,1054717
delhi,2021,3,central district,1922,1681351
delhi,2021,3,new delhi district,1614,1641612
delhi,2021,3,west district,2246,2081839
delhi,2021,3,south west district,1605,1521438
delhi,2021,3,south east delhi district,1983,1712098
delhi,2021,3,shahdara district,1003,803985
delhi,2021,3,north east district,1095,880410
delhi,2021,3,east district,1163,1050569
delhi,2021,3,north west district,1564,1354014
delhi,2021,3,north district,1393,1225046
delhi,2021,4,south district,2057,2315999
delhi,2021,4,central district,3812,3661609
delhi,2021,4,new delhi district,3386,3883912
delhi,2021,4,west district,5047,5302169
delhi,2021,4,south west district,3041,3508911
delhi,2021,4,south east delhi district,3928,4127616
delhi,2021,4,shahdara district,2078,2090727
delhi,2021,4,north east district,2002,1952268
delhi,2021,4,east district,2256,2417363
delhi,2021,4,north west district,3819,4201220
delhi,2021,4,north district,2825,3116537
delhi,2022,1,south district,1879,2413929
delhi,2022,1,central district,2816,3359581
